outgoing_call_count,incoming_call_count,outgoing_minutes,incoming_minutes,avg_call_duration,outgoing_incoming_ratio,sms_sent,sms_received,download_mb,upload_mb,avg_daily_data_mb,recharge_count,avg_recharge_amount,recharge_amount,active_days,days_since_last_recharge,num_cell_site_latch_ons,default,uuid
43,41,52.257141215539235,48.84487699239143,1.189435508328596,1.0238095238095237,24,0,467.70530641934664,98.07554090095601,22.54317234736446,5,1.8648944926065578,9.324472463032789,27,4.5684807872079,226,1,12
39,42,110.84296802948454,86.40182881205739,2.405424351726121,0.9069767441860465,0,22,821.1877866981538,265.29559508991537,33.63262668347414,5,18.768819146415794,93.84409573207897,27,12.669162754954112,230,0,13
26,37,91.48872159812791,127.36092342090473,3.419525703422385,0.6842105263157895,0,22,425.1833103050872,85.10204586670739,20.094356280879047,4,8.536090895469039,34.144363581876156,24,0.5194299422688783,204,0,14
48,50,130.0213846891798,83.14471080739185,2.153192883803754,0.9411764705882353,20,25,504.46596848085034,66.03051498648566,20.321591971672824,3,1.897936038971257,5.693808116913771,27,4.869108463819735,265,0,15
39,39,108.82654630278479,77.20568429745344,2.3548383620283317,0.975,21,23,352.3985113230175,63.26552414921926,12.933706488969216,7,8.743715212080284,61.20600648456199,24,0.9448867382196994,178,1,16
27,34,81.53790969091118,61.69821288795333,2.310260041594589,0.7714285714285715,15,30,793.4815309433494,265.8457036757975,33.33999055028371,7,9.031345092821724,63.219415649752065,26,2.9759803320138674,209,0,17
36,44,57.204367866749564,162.54567951320197,2.712963547900636,0.8,24,28,740.0153841632401,290.8468779282613,24.712513070431548,5,1.8487243257117978,9.243621628558989,26,16.280623593457783,221,0,18
37,42,44.63571739890456,79.07004447150531,1.5463220233801234,0.8604651162790697,20,0,1298.2127775847798,198.6744781118643,48.78384108881448,6,18.515754736803324,111.09452842081994,27,0.9717129861409717,228,0,19
39,43,138.91796275894325,74.00252119901113,2.5653070356380048,0.8863636363636364,17,25,621.9329810215462,235.17030283028728,21.91333702422405,2,1.7517035385007695,3.503407077001539,25,6.398909081138989,210,0,20
38,48,134.51329277616512,181.51332033788273,3.632489805908596,0.7755102040816326,22,0,1786.8295927491406,181.48567482172277,69.92409442487474,5,9.591168929468129,47.95584464734064,28,0.9166290189421096,209,0,21
25,24,65.84823468490309,95.98383086909186,3.236641311079899,1.0,14,22,502.94245564072065,128.23607685349535,19.888385888056515,2,8.372226315809836,16.744452631619673,23,1.3859536383008781,185,0,22
29,52,46.14511007144969,144.5975078523932,2.3261294868761326,0.5471698113207547,20,25,1085.4347527530556,136.6927720581904,54.246161798837235,6,9.417893347168594,56.50736008301156,27,3.624957260210902,224,0,23
40,39,138.06931992661413,148.37075166992432,3.5805008949567307,1.0,11,18,982.5109236234271,386.7843331505394,45.97897000489406,4,1.805614184530761,7.222456738123044,26,3.736811699687756,211,1,24
43,56,71.41160268527284,185.03855304649824,2.5645015573177106,0.7543859649122807,22,26,1382.722495192459,373.2369420011622,52.89405909655764,5,9.350643907227294,46.75321953613647,27,6.008678909872131,230,0,25
38,36,136.14436634101426,56.26245997937256,2.565424350938491,1.027027027027027,18,22,3029.5424266768864,585.3847380560146,105.82962924775187,5,9.287267304735163,46.43633652367582,27,0.3783950197926096,232,0,26
31,38,70.41044374347972,115.9673798445794,2.662540336972273,0.7948717948717948,17,21,1735.5478619873436,661.8062158022929,65.29110286712775,5,17.538480843463496,87.69240421731749,25,6.614234490434776,198,0,27
32,39,37.5189921974508,131.44239464013597,2.346685928299816,0.8,17,23,256.447216265134,67.89836573397365,9.531488615441521,5,18.5671786803031,92.8358934015155,27,11.505910599570642,210,0,28
30,37,103.51864857282837,119.47282696716846,3.2792864049999535,0.7894736842105263,18,25,660.5480715055897,262.1175215750461,26.27378774807595,3,9.198454819066821,27.595364457200464,26,10.637613601987017,214,0,29
35,39,93.86586731086165,101.0045062934181,2.598271648057063,0.875,0,25,727.3274227655487,203.56635985791814,24.3376314070793,4,9.166404824487337,36.66561929794935,26,6.302904723022579,225,0,30
31,46,60.607304181707185,117.09820414327862,2.2782757477562283,0.6595744680851063,23,23,802.4438239135095,318.1825435949928,28.547617981500768,5,18.034226736016908,90.17113368008454,26,0.42016177948114475,220,0,31
44,51,103.787023128095,176.74149812729706,2.922172096410334,0.8461538461538461,16,25,800.8255645463094,251.08500836726932,29.013120559143317,7,1.869642186890744,13.087495308235209,27,15.589415312756792,230,0,32
33,45,120.73378539625782,138.01558591801276,3.2753084976489943,0.717391304347826,13,0,841.9052022170553,285.1829812936339,32.131239933508674,2,1.7479166127238428,3.4958332254476856,24,2.6580340851506925,213,0,33
30,26,48.28403023229063,87.84742818130499,2.3882712002385196,1.1111111111111112,15,0,1141.709793737051,286.34506278193203,49.60568580250228,7,15.745386587142406,110.21770610999684,21,0.8540129014814238,134,1,34
41,42,53.76606851486018,68.13798718321806,1.4512387583104551,0.9534883720930233,17,19,371.3821643412181,110.86415263994805,14.363947400596055,4,9.065599030813454,36.262396123253815,26,2.0962335321766314,216,0,35
38,33,127.46606987306005,128.67687684853388,3.5575409266888047,1.1176470588235294,21,28,969.65164332617,105.87677675055531,38.72525893669256,5,18.281106870762535,91.40553435381267,26,4.468393733750472,187,0,36
40,52,114.60216914318596,166.3210496125169,3.0206797715666975,0.7547169811320755,30,27,689.6603354435751,92.15010383131033,32.04232324747415,4,9.857123465757958,39.42849386303183,29,0.5883806507042366,241,0,37
27,45,97.46752578681749,102.01868959223634,2.732687881904847,0.5869565217391305,17,21,892.1612410506082,119.76523924320024,36.19582055074429,7,1.8693570261172268,13.085499182820588,27,3.4424341268142298,205,0,38
28,42,54.326236802615306,117.50448284440742,2.420150980943982,0.6511627906976745,0,0,1336.2445951209488,312.18915169989674,46.704493135766086,1,1.7612880084903968,1.7612880084903968,25,0.2836131894594007,245,0,39
24,42,64.41014169799155,122.61355173514384,2.791398409449782,0.5581395348837209,0,17,352.6471236702357,113.83866386129556,14.703233388718683,1,1.607473336870338,1.607473336870338,22,1.4187601516989785,162,0,40
38,42,42.83600608770067,142.95634074402744,2.293732676934915,0.8837209302325582,17,26,587.4972410194092,203.80271577948923,25.595912777404674,5,1.8526051273867161,9.26302563693358,27,8.527937535169057,234,1,41
46,56,162.8415219263605,173.73259424534513,3.2677098657447154,0.8070175438596491,17,30,1838.157450989933,715.4555936525821,75.78468019733212,5,1.9591466994187785,9.795733497093892,29,0.036664642376947484,253,0,42
37,39,58.22138676180208,137.79795729631272,2.5457057669885037,0.925,23,27,3472.463073411072,462.0739454210968,137.3848103096389,7,17.409065948556673,121.86346163989671,24,2.4671131381479716,201,0,43
23,31,30.90869737978919,67.7124710048659,1.7931121524482745,0.71875,21,20,575.7345179021961,161.37375337628674,23.770414512315764,3,8.919615170930202,26.758845512790607,25,15.02330405870552,196,0,44
46,38,112.8682107062203,86.02628784265548,2.3399352770455977,1.1794871794871795,0,16,760.2918024760074,160.94574148790826,35.98401597364554,4,9.227381975008784,36.90952790003514,26,7.447951867133006,207,0,45
36,36,116.45068189602353,56.36710813597909,2.367366986739762,0.972972972972973,15,28,415.28046152292853,68.87483178500024,20.01363287717791,4,8.97557737831358,35.90230951325432,25,2.9611414075745284,233,0,46
41,34,66.80139428709529,86.60222826531091,2.0184687177948186,1.1714285714285715,0,34,2051.2359189667127,650.8634962831455,77.71538866301326,7,19.214582863610882,134.5020800452762,28,1.002396230293931,230,0,47
49,58,83.32041695785206,127.8709423238283,1.955475548904448,0.8305084745762712,19,20,1033.5391805174845,203.7341758385803,48.74285508426721,4,1.8763864408268989,7.5055457633075955,27,9.699233970480424,236,0,48
33,33,64.24381647834153,98.81977015588521,2.4337848751377127,0.9705882352941176,19,16,599.4634608029761,101.73152929919947,20.85507722570492,2,1.7051064898494734,3.410212979698947,24,12.726940618417252,196,0,49
51,44,175.09703177698705,123.58574038719708,3.1112788767102515,1.1333333333333333,20,24,1394.8028421595995,395.30747051099775,55.55516636763989,7,1.8518155414723831,12.962708790306682,27,17.60292047017513,226,0,50
33,39,106.98808502411883,139.32348370464624,3.3741310784762337,0.825,23,29,1048.5673496248498,322.80257706002817,37.94340634886975,5,1.9111028974425703,9.555514487212852,28,1.325239065074856,216,0,51
36,42,65.14432108913086,63.204811703100134,1.6246725669902657,0.8372093023255814,18,16,1068.8008320331514,110.95763976370259,41.52706471812791,4,18.14527015806185,72.5810806322474,26,0.825669481031948,215,0,52
31,37,54.72742094709257,138.61455198982347,2.8020575787958846,0.8157894736842105,13,22,571.4241948648574,147.121395095592,24.92359927566289,4,8.45630291820904,33.82521167283616,23,28.555171768869982,192,0,53
44,36,163.64971581952761,59.81671132298129,2.758844779537147,1.1891891891891893,28,26,964.9492945083972,154.8215689701869,45.96329736679522,3,1.9372084967863512,5.811625490359054,28,3.6587957177741313,253,0,54
19,40,54.044560619156755,126.48420044423321,3.0088126843898326,0.4634146341463415,17,23,421.3776448359631,82.83359324799498,18.31843342888913,5,17.388076880275932,86.94038440137966,24,5.676405853195487,209,0,55
32,48,53.59823834741161,119.74688395085224,2.1400632382501708,0.6530612244897959,0,16,582.1364717172642,188.6272022983303,26.136630119307608,4,8.822505303429226,35.290021213716905,25,1.502087716613638,194,0,56
47,40,66.79402682917399,124.3197957867831,2.1717479842722396,1.146341463414634,24,27,926.3785547226097,273.2836279151192,42.02367748640115,4,1.8768876854485077,7.507550741794031,27,0.3882243845139832,217,0,57
52,52,62.32008932623409,135.65741418729277,1.8855000334621606,0.9811320754716981,21,24,862.3129538515503,228.26524979087998,29.331956913907817,7,1.9507712116526381,13.655398481568467,29,0.6887859875721694,256,0,58
39,62,67.82311118409649,183.34955129920542,2.4624770831696265,0.6190476190476191,21,24,1741.6584297814488,503.5765860984045,63.324237018778256,5,1.9521297819943895,9.760648909971948,29,1.6177548359380263,279,0,59
44,44,139.04402326968668,143.26712841402562,3.172035412176543,0.9777777777777777,0,18,650.3897829205808,180.4669476303926,26.708586458515786,8,1.7928878943267033,14.343103154613626,25,14.159258764909023,222,0,60
38,44,80.36879854278412,69.49223783828963,1.8055546551936597,0.8444444444444444,27,24,793.4267095945439,145.27886781404575,28.2768897586616,6,9.720238661903096,58.321431971418576,28,4.798410064222013,210,0,61
34,36,132.4326710654207,72.97390643307058,2.893050387302694,0.918918918918919,20,23,683.0068385864225,206.86026012437392,31.130132252468265,6,17.966416907983476,107.79850144790086,25,4.119233513365644,223,0,62
42,47,82.85644494742161,169.27971836413337,2.8015129256839444,0.875,20,24,607.2326493481219,107.33474783814515,30.153080922576493,3,9.12123819895179,27.36371459685537,26,1.7679982739673823,219,0,63
34,35,49.32049307041734,122.79166838050307,2.4587451635845774,0.9444444444444444,19,0,1086.9672685733178,401.9960056980667,49.51047040515717,3,8.89384901752999,26.68154705258997,25,12.966280265063563,202,0,64
53,49,81.07842726400884,149.12183124002917,2.2349539660586215,1.06,20,25,1127.402465402406,168.31844802946756,46.11966466808437,6,9.663238751911567,57.979432511469405,28,11.536900059652405,254,1,65
32,37,78.89156113027491,70.89057013786366,2.13974473240198,0.8421052631578947,11,19,465.6306613178525,167.5297666197123,17.89163845441023,3,1.5683490641435138,4.705047192430541,21,18.955175538231707,160,0,66
29,51,110.55885692290182,82.5583985530519,2.3841636478512807,0.5576923076923077,13,18,1487.329089266788,378.2758629928428,57.40329965658862,5,1.8141990823380054,9.070995411690028,26,11.598882220043564,231,0,67
50,52,185.04199774609066,59.571505257610966,2.3748883786767148,0.9433962264150944,15,27,938.7826725728243,292.7057178735897,41.60624868627496,5,1.937125871723872,9.68562935861936,28,5.351891836234842,214,0,68
38,40,58.89804978540259,152.0869123091585,2.670695722715963,0.926829268292683,20,24,829.7455571875631,90.40185154592045,27.968946097383775,8,18.73663863171699,149.8931090537359,27,3.8282549825571515,224,0,69
50,44,163.17251049659694,127.93082508780614,3.064245637730559,1.1111111111111112,20,17,793.7100975292051,280.167917245072,29.793602222375313,4,1.977259903312639,7.909039613250556,29,13.243151643716988,226,0,70
32,46,104.22840710401007,103.01000041213086,2.623270981216974,0.6808510638297872,23,25,514.3153100977105,186.07841321897857,24.17285980169584,5,19.244268136694515,96.22134068347258,28,0.7812613820850544,222,0,71
45,47,67.31578693415517,144.3073119750252,2.2755171925718316,0.9375,20,20,962.3370366954798,184.2483520664925,35.361461450433595,5,1.7946270655481085,8.973135327740543,25,9.163528171896056,202,0,72
32,63,60.626810952412875,149.55828712995302,2.189428105024645,0.5,18,26,488.75381778255706,150.86223872838625,16.65723174490483,3,9.59042939150381,28.771288174511426,28,4.403229911677431,211,0,73
48,49,58.949559439088894,100.54951766508323,1.6275416031037973,0.96,20,24,968.8298531734438,101.87918013905777,43.77216685817893,6,1.9382901472406264,11.629740883443759,28,2.0309425703673267,247,0,74
29,27,35.51275045870692,67.5932620708203,1.808877412798723,1.0357142857142858,8,19,988.4185972060837,338.52251405391763,46.95860198961093,3,8.37255987953005,25.117679638590147,23,13.691078151725941,190,0,75
32,36,74.44208355202099,115.55311123613029,2.7535535476543664,0.8648648648648649,18,20,535.508259272301,194.8099935225484,18.221118973892597,3,8.863644773722271,26.590934321166813,25,1.8740620677790016,204,0,76
34,35,83.3705017328175,122.95930473532998,2.947568663830678,0.9444444444444444,16,22,660.6957320306855,154.91103240175966,24.978709983564144,3,8.838777059310676,26.516331177932027,25,6.610074887503059,208,0,77
50,45,54.911733119607554,58.44468363097042,1.1807960078185207,1.0869565217391304,19,18,860.0463088712646,95.22754540283749,30.08422696049095,4,1.948767845838009,7.795071383352036,28,2.8462640443632146,250,0,78
51,57,198.83301052412196,68.08999418539885,2.448834905591934,0.8793103448275862,20,31,1254.8435825599954,230.83273192206096,42.94478330274714,4,9.870122692556409,39.480490770225636,29,2.720473679324372,235,1,79
44,52,108.19289346769887,105.0852820936431,2.198744077951979,0.8301886792452831,0,22,1283.185211111535,394.9355467957419,46.177627260323476,5,9.864208224905186,49.32104112452593,29,5.564698237243101,241,0,80
36,33,121.08674048022198,36.872126081524414,2.256555236596377,1.0588235294117647,14,20,1858.5205989797414,364.6986785604779,76.81696888870002,5,8.738277119349247,43.69138559674624,24,0.3185425204706648,187,0,81
42,47,122.00145897665011,116.7698593003791,2.6530146475225465,0.875,18,23,1098.1482608753215,372.3321263104437,42.30583062691418,9,9.451885544879545,85.0669699039159,27,4.897499292498049,226,0,82
42,51,120.03336102726544,177.0637903478163,3.1606079933519333,0.8076923076923077,35,36,842.8428321896267,90.71927167194438,31.18631661765685,4,19.672071898460707,78.68828759384283,29,3.097940193640507,236,0,83
31,33,59.191363951129205,67.42137298698665,1.9478882605863979,0.9117647058823529,13,22,606.4042290944848,212.05445548534172,21.835196536847903,6,8.915981851079666,53.495891106478,25,0.22594164685759233,206,0,84
43,44,157.43743488319717,106.80887601635209,3.0027989874948777,0.9555555555555556,19,24,1137.2613965450018,449.1226458783786,49.45808705206589,7,1.914725467475165,13.403078272326155,28,17.206333008680538,233,1,85
33,38,62.67403445385323,103.47491021223979,2.3076242314735143,0.8461538461538461,19,29,464.3988203934842,124.79725338992263,20.263568119360333,5,1.7245312500006844,8.622656250003422,24,13.467734346648442,208,0,86
36,46,138.76301127361305,172.08650843774853,3.7451749362814652,0.7659574468085106,18,29,852.392302785333,156.79872986313134,34.621850663173724,7,1.85875915592247,13.01131409145729,27,15.09320059760962,216,0,87
42,51,46.96635203796029,192.7744902409809,2.5504344923291615,0.8076923076923077,21,23,821.9265799224324,97.06679288252379,29.99690773896607,4,18.751536611103162,75.00614644441265,27,5.478773157434949,228,0,88
45,42,60.48438055903937,121.61399335370476,2.0692997035539107,1.0465116279069768,25,38,374.58201481982354,50.69830813074878,12.6657087547451,3,9.202260454254516,27.60678136276355,26,6.215152316703652,209,0,89
53,42,168.524145095098,43.28377866612192,2.206332539179374,1.2325581395348837,0,23,837.1079855416912,314.78258442079033,30.35105915998233,5,1.889898980830869,9.449494904154346,27,18.47525195701429,231,0,90
32,46,90.43496192998217,72.16631299907465,2.058243986443757,0.6808510638297872,12,29,990.2414879551299,293.71603075332496,37.7727718180406,5,1.8084956318820087,9.042478159410043,26,1.9304011416969213,189,0,91
45,38,141.8036707053684,60.99166909460791,2.4142302357140037,1.1538461538461537,25,18,761.0807731218198,104.57182536045853,32.87125189691233,4,9.47111269447464,37.88445077789856,27,4.9210549507970605,216,1,92
41,51,119.91865386448009,142.63972159907183,2.8232083383177624,0.7884615384615384,0,29,695.8303650843075,139.68644420779106,30.90437517943798,2,1.8768454744956113,3.7536909489912227,27,1.1022722478381013,237,0,93
22,26,56.79546639205485,81.19234394111103,2.8160777619013446,0.8148148148148148,0,13,609.4442205653579,175.3834871939396,25.94053798567998,2,7.7325589359823805,15.465117871964761,20,25.234652075053702,164,0,94
34,37,37.181131339221025,46.87584504424752,1.167458005325952,0.8947368421052632,26,25,850.4911723759154,165.8612122521736,30.454852116134415,4,1.825059897515518,7.300239590062072,26,12.221634117747977,213,1,95
42,42,143.92299076082597,78.49788483902063,2.616716183527607,0.9767441860465116,22,33,994.5229692616208,363.35264855479437,46.06435569239731,10,19.272048052635846,192.72048052635847,28,2.16679581226011,240,0,96
37,36,93.62639010205169,90.77186111801812,2.491868259730673,1.0,0,27,694.652523539437,79.48576658917494,23.785053343617733,5,18.97732869441333,94.88664347206665,27,8.191859835441086,236,0,97
32,43,42.15824634922003,142.50645296511382,2.4297986751886036,0.7272727272727273,20,23,2909.662962495224,1044.8385422124506,138.52292425897545,5,1.9137035195144247,9.568517597572123,28,10.006347884122047,226,0,98
49,53,77.29574368462026,107.76639335339488,1.796719777068108,0.9074074074074074,19,26,379.21450701066215,47.923930694048714,17.851254331763574,4,9.526046456427563,38.10418582571025,28,3.046763269923276,218,0,99
34,42,101.52431410810294,104.64506280842174,2.677524375539282,0.7906976744186046,12,0,744.1766916275214,242.0236401778774,31.734808278751657,2,18.065630577328374,36.13126115465675,26,1.0756061561567374,213,0,100
49,39,60.32089861196035,97.0493303639628,1.7682048199541927,1.225,15,33,905.667379878847,127.09199478528173,33.13574380886359,10,19.312837648133986,193.12837648133984,28,0.5826399536982356,257,0,101
41,45,147.9462508474546,170.11260562299597,3.6558489249477075,0.8913043478260869,22,34,770.8056118866466,192.8787906841443,27.284015777329298,6,1.8438903053416258,11.063341832049755,26,9.434976939333763,211,0,102
42,43,141.63269678940256,152.0342651790782,3.4147321159125674,0.9545454545454546,0,25,1181.1415606832704,269.3581277123446,52.38092668708108,3,1.8955073641826143,5.686522092547843,27,0.30069192939572487,228,0,103
36,42,69.08255156522024,150.0934556776533,2.7743798385173863,0.8372093023255814,19,23,453.2034340305518,126.2710679622352,17.305302573274716,1,18.79134822860475,18.79134822860475,27,5.56057090381234,228,0,104
39,49,142.37086044152795,73.49125323308638,2.425417007579936,0.78,26,27,2082.4106294541425,831.4194649062734,90.18063040429276,6,9.648055660829987,57.88833396497992,28,7.551631995899325,241,0,105
39,40,142.5656191603327,148.09917153965432,3.6333098837498374,0.9512195121951219,13,19,273.3028119579856,89.74605803697759,9.398886474617639,5,1.8063723193933479,9.031861596966738,26,5.016071573429662,211,0,106
45,35,158.10870899647853,76.34231035248393,2.8944570289995366,1.25,23,29,972.7150914605172,140.91689169633938,48.13668357350873,6,9.302436500262615,55.81461900157569,27,14.859051672725402,224,0,107
40,25,76.91865508268984,65.8559798413873,2.163252044304199,1.5384615384615385,21,27,1570.8669096028339,393.99778886427345,55.76532107848375,2,9.01317347577577,18.02634695155154,26,38.85630309435253,215,0,108
50,44,148.3793464266115,125.08987114366678,2.8786233428450343,1.1111111111111112,25,21,1606.0706861918447,294.90709401275484,62.405404621563086,7,19.544959288366954,136.81471501856868,29,7.342131790960818,259,0,109
52,51,122.42197165552766,116.8169989231686,2.3003747171028484,1.0,22,34,452.51341989561917,120.46309424354597,17.411249496185548,8,1.956592972269374,15.652743778154992,29,6.053977304931883,224,0,110
35,43,91.58274848902472,87.2780614713428,2.2640608855742728,0.7954545454545454,18,16,1126.9404930692665,154.80401438670003,47.009674308410965,6,18.053959820069107,108.32375892041463,26,6.936515799511125,240,0,111
26,34,57.95580771555603,59.297727765196555,1.9221891062418457,0.7428571428571429,14,18,626.140138128055,202.72826361795634,25.397607303426007,5,8.319507332749978,41.59753666374989,23,10.512107867847314,197,0,112
44,40,44.52642890073339,101.62631616483739,1.7194440595949505,1.0731707317073171,18,33,732.763053712629,254.40745467506562,25.529747906924662,6,8.746897058862523,52.481382353175135,24,12.1120072083893,179,1,113
24,31,24.718205747626588,108.89981169361762,2.386036025736504,0.75,10,19,334.6087300541364,48.64531980493023,13.97547784856603,6,1.5345295985363157,9.207177591217894,20,7.709172228452905,136,0,114
44,56,146.01602482429922,184.55758153029092,3.2730060035107935,0.7719298245614035,22,25,1062.075401050431,401.87689663030596,41.12819142978199,7,1.924314121212889,13.470198848490222,28,12.316631732200554,252,0,115
29,27,111.33539254651622,68.30200266921271,3.1515332493987533,1.0357142857142858,12,17,485.22689451537553,178.21005756495447,16.418799822103157,8,1.5621035623691715,12.496828498953372,21,40.790941720491524,156,1,116
36,47,60.797422717984645,95.3359149729196,1.8587302106060026,0.75,12,24,225.23869755670455,77.55698027508808,11.115487555320922,2,8.543209916856782,17.086419833713563,24,6.688870642361917,202,0,117
36,34,94.78662060372392,35.29760398960568,1.8321721773708393,1.0285714285714285,17,28,691.9764865145561,220.15972812066752,31.880209636326622,7,1.8485626527994863,12.939938569596404,26,6.078072884494981,231,0,118
35,43,67.1342386811748,69.79367199623769,1.7332646921191457,0.7954545454545454,0,14,906.2510501990766,279.5017890146005,37.86286806572181,5,8.80858396473043,44.04291982365215,25,3.2096544139333654,194,0,119
40,41,97.30535452456564,63.978029865510436,1.9668705413423915,0.9523809523809523,21,0,554.3062515813759,95.7503160355744,25.475004203085135,2,9.028377351184538,18.056754702369076,26,1.0301272488126862,224,0,120
25,25,33.86121684982191,69.12623712970098,2.019361842735743,0.9615384615384616,13,0,419.8097391598369,147.1385671385737,20.818844347976675,4,1.5898816168837389,6.359526467534955,21,13.980017150303803,165,0,121
29,42,92.11044299246524,158.01591737295556,3.473977227297511,0.6744186046511628,24,0,1238.4209985749437,331.180727817601,54.05690571747273,0,18.938875122247357,0.0,27,1.8670973725632556,231,0,122
30,40,76.46273392840521,77.94718245550526,2.1747875547029643,0.7317073170731707,0,23,1612.5964338592767,320.97939439123934,60.767983149484024,1,1.7747535388033717,1.7747535388033717,25,12.513535968149023,217,0,123
36,44,69.342195062913,148.69507896609701,2.6918181978890123,0.8,0,18,565.3237752619777,82.37432581662532,21.188028499045263,1,1.7409194217632806,1.7409194217632806,24,8.238567889091552,172,0,124
46,41,137.57247234657564,81.55732098809457,2.4901112878939795,1.0952380952380953,18,34,804.9923007675345,257.31524281220993,30.583686561054485,7,1.9800875906480961,13.860613134536672,29,8.193266236112084,221,0,125
31,32,78.54567892804988,124.5595933139798,3.173519878781714,0.9393939393939394,0,15,905.4535400656482,139.27777473129814,44.131681732212755,5,8.806684735642879,44.03342367821439,25,6.705883098769294,207,0,126
42,43,92.93968125942351,68.13441165091312,1.8729545687248443,0.9545454545454546,10,0,540.243546437811,206.9298711720511,18.44817029601282,7,1.9724123849940807,13.806886694958564,29,11.866912327030036,242,0,127
44,41,114.38180633861455,91.04725543743326,2.388710020651719,1.0476190476190477,11,15,637.8793127768471,244.89990422772615,22.55033328225137,4,17.678546023070886,70.71418409228355,25,10.336997948460759,202,0,128
36,33,138.99714316618443,47.78657962044297,2.6683388969518202,1.0588235294117647,18,21,1982.358281976929,650.0529005233183,84.12968713792783,0,1.7457263945707477,0.0,24,8.35827464327124,203,0,129
43,50,51.93721441586553,83.93336557912235,1.445431702074339,0.8431372549019608,20,18,355.1318109413859,115.68877265361449,11.84380044747677,1,9.68731008292732,9.68731008292732,28,0.15622817003717002,258,0,130
31,42,116.93007279088556,55.351218492830796,2.328125557888059,0.7209302325581395,0,27,494.33482395915627,118.16373923405705,19.51784198826048,2,17.457989309271465,34.91597861854293,24,7.976688122356742,221,0,131
40,35,55.1599815968015,46.49891071728658,1.3376170041327378,1.1111111111111112,21,0,502.76048563392015,199.80463837223067,20.379492292045978,5,19.063149530376144,95.31574765188071,28,6.440290843625138,261,0,132
36,38,58.28806919774514,109.64867481415037,2.2391565868252736,0.9230769230769231,0,25,638.8842415524906,126.4508760386523,21.390119748212612,6,1.934397286270963,11.606383717625778,28,3.9612882798686733,240,0,133
35,41,137.81395731915575,137.41424717067892,3.5743922661017486,0.8333333333333334,0,0,2449.2259650802675,757.0007031877711,105.90407393629353,4,9.546086558491902,38.18434623396761,28,6.172046542290015,224,0,134
37,35,126.91507042878754,43.507975537456325,2.33456227351019,1.0277777777777777,19,23,555.348206737653,165.8976169668049,19.06201300952609,4,1.7961790389518804,7.184716155807521,25,3.4229041526580373,225,0,135
44,38,90.42626007124409,63.22938296824221,1.8512728077046543,1.1282051282051282,25,26,804.4300351142153,144.1812537372362,36.27372399539885,6,1.8696365717030963,11.217819430218578,27,10.952661552559395,234,0,136
47,61,104.06574476545713,119.75912576520159,2.053439179180355,0.7580645161290323,19,22,981.3498918547881,269.96695869768917,34.69796239707219,3,1.887461778703552,5.662385336110656,27,0.059670256928243716,239,0,137
